location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Mandir Marg,Delhi,IN,2017-11-28T10:15:00.000Z,2017-11-28T15:45:00+05:30,so2,11.4,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T10:15:00.000Z,2017-11-28T15:45:00+05:30,no2,49.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T09:45:00.000Z,2017-11-28T15:15:00+05:30,so2,11.4,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T09:45:00.000Z,2017-11-28T15:15:00+05:30,no2,49.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T09:30:00.000Z,2017-11-28T15:00:00+05:30,no2,49.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T09:30:00.000Z,2017-11-28T15:00:00+05:30,so2,11.4,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:30:00.000Z,2017-11-28T14:00:00+05:30,no2,53.33,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:30:00.000Z,2017-11-28T14:00:00+05:30,so2,11.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:30:00.000Z,2017-11-28T14:00:00+05:30,pm25,93,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:30:00.000Z,2017-11-28T14:00:00+05:30,pm10,241,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:00:00.000Z,2017-11-28T13:30:00+05:30,pm10,241,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:00:00.000Z,2017-11-28T13:30:00+05:30,so2,11.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:00:00.000Z,2017-11-28T13:30:00+05:30,no2,59.23,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T08:00:00.000Z,2017-11-28T13:30:00+05:30,pm25,93,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T07:30:00.000Z,2017-11-28T13:00:00+05:30,pm25,92,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T07:30:00.000Z,2017-11-28T13:00:00+05:30,so2,11.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T07:30:00.000Z,2017-11-28T13:00:00+05:30,pm10,246,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T07:30:00.000Z,2017-11-28T13:00:00+05:30,no2,62.5,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:15:00.000Z,2017-11-28T11:45:00+05:30,so2,11.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:15:00.000Z,2017-11-28T11:45:00+05:30,no2,65.8,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:15:00.000Z,2017-11-28T11:45:00+05:30,pm25,116,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:15:00.000Z,2017-11-28T11:45:00+05:30,pm10,237,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:00:00.000Z,2017-11-28T11:30:00+05:30,so2,11.33,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:00:00.000Z,2017-11-28T11:30:00+05:30,no2,72.37,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:00:00.000Z,2017-11-28T11:30:00+05:30,pm25,116,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T06:00:00.000Z,2017-11-28T11:30:00+05:30,pm10,237,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T05:45:00.000Z,2017-11-28T11:15:00+05:30,no2,79.43,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T05:45:00.000Z,2017-11-28T11:15:00+05:30,so2,11.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T05:45:00.000Z,2017-11-28T11:15:00+05:30,pm10,237,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T05:45:00.000Z,2017-11-28T11:15:00+05:30,pm25,116,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:45:00.000Z,2017-11-28T10:15:00+05:30,pm25,158,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:45:00.000Z,2017-11-28T10:15:00+05:30,no2,123,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:45:00.000Z,2017-11-28T10:15:00+05:30,so2,11.4,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:45:00.000Z,2017-11-28T10:15:00+05:30,pm10,285,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:30:00.000Z,2017-11-28T10:00:00+05:30,so2,11.4,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:30:00.000Z,2017-11-28T10:00:00+05:30,no2,122.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:30:00.000Z,2017-11-28T10:00:00+05:30,pm25,158,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:30:00.000Z,2017-11-28T10:00:00+05:30,pm10,221,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:00:00.000Z,2017-11-28T09:30:00+05:30,no2,115.23,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T04:00:00.000Z,2017-11-28T09:30:00+05:30,so2,11.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T03:30:00.000Z,2017-11-28T09:00:00+05:30,no2,102.43,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T03:30:00.000Z,2017-11-28T09:00:00+05:30,so2,11.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T03:00:00.000Z,2017-11-28T08:30:00+05:30,no2,91.93,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T03:00:00.000Z,2017-11-28T08:30:00+05:30,so2,12.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T02:30:00.000Z,2017-11-28T08:00:00+05:30,pm10,200,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T02:30:00.000Z,2017-11-28T08:00:00+05:30,so2,12.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T02:30:00.000Z,2017-11-28T08:00:00+05:30,no2,82.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T02:30:00.000Z,2017-11-28T08:00:00+05:30,pm25,135,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T02:15:00.000Z,2017-11-28T07:45:00+05:30,so2,12.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T02:15:00.000Z,2017-11-28T07:45:00+05:30,no2,84.33,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T01:30:00.000Z,2017-11-28T07:00:00+05:30,no2,79.63,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T01:30:00.000Z,2017-11-28T07:00:00+05:30,so2,12.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T01:30:00.000Z,2017-11-28T07:00:00+05:30,pm25,150,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T01:30:00.000Z,2017-11-28T07:00:00+05:30,pm10,205,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T00:30:00.000Z,2017-11-28T06:00:00+05:30,no2,83.47,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T00:30:00.000Z,2017-11-28T06:00:00+05:30,so2,12.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T00:30:00.000Z,2017-11-28T06:00:00+05:30,pm25,157,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T00:30:00.000Z,2017-11-28T06:00:00+05:30,pm10,263,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T00:00:00.000Z,2017-11-28T05:30:00+05:30,no2,85.07,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-28T00:00:00.000Z,2017-11-28T05:30:00+05:30,so2,12.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T23:45:00.000Z,2017-11-28T05:15:00+05:30,no2,85.43,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T23:45:00.000Z,2017-11-28T05:15:00+05:30,so2,12.7,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T23:45:00.000Z,2017-11-28T05:15:00+05:30,pm25,157,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T23:45:00.000Z,2017-11-28T05:15:00+05:30,pm10,263,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:45:00.000Z,2017-11-28T04:15:00+05:30,pm25,208,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:45:00.000Z,2017-11-28T04:15:00+05:30,pm10,285,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:45:00.000Z,2017-11-28T04:15:00+05:30,no2,89.37,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:45:00.000Z,2017-11-28T04:15:00+05:30,so2,11.8,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:15:00.000Z,2017-11-28T03:45:00+05:30,pm25,265,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:15:00.000Z,2017-11-28T03:45:00+05:30,no2,89.13,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:15:00.000Z,2017-11-28T03:45:00+05:30,pm10,353,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:15:00.000Z,2017-11-28T03:45:00+05:30,so2,11.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:00:00.000Z,2017-11-28T03:30:00+05:30,no2,86.97,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:00:00.000Z,2017-11-28T03:30:00+05:30,pm25,265,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:00:00.000Z,2017-11-28T03:30:00+05:30,so2,12,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T22:00:00.000Z,2017-11-28T03:30:00+05:30,pm10,353,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T21:15:00.000Z,2017-11-28T02:45:00+05:30,no2,85.73,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T21:15:00.000Z,2017-11-28T02:45:00+05:30,co,1730,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T21:15:00.000Z,2017-11-28T02:45:00+05:30,so2,12,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T21:15:00.000Z,2017-11-28T02:45:00+05:30,pm25,258,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T21:15:00.000Z,2017-11-28T02:45:00+05:30,pm10,328,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T20:15:00.000Z,2017-11-28T01:45:00+05:30,no2,93.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T20:15:00.000Z,2017-11-28T01:45:00+05:30,so2,12.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T20:15:00.000Z,2017-11-28T01:45:00+05:30,co,2470,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T20:15:00.000Z,2017-11-28T01:45:00+05:30,pm25,255,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T20:15:00.000Z,2017-11-28T01:45:00+05:30,pm10,316,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:45:00.000Z,2017-11-28T01:15:00+05:30,no2,93.97,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:45:00.000Z,2017-11-28T01:15:00+05:30,so2,12,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:45:00.000Z,2017-11-28T01:15:00+05:30,co,2500,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:15:00.000Z,2017-11-28T00:45:00+05:30,so2,12.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:15:00.000Z,2017-11-28T00:45:00+05:30,co,2530,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:15:00.000Z,2017-11-28T00:45:00+05:30,no2,100,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:15:00.000Z,2017-11-28T00:45:00+05:30,pm10,329,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T19:15:00.000Z,2017-11-28T00:45:00+05:30,pm25,247,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:15:00.000Z,2017-11-27T23:45:00+05:30,pm10,331,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:15:00.000Z,2017-11-27T23:45:00+05:30,co,3770,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:15:00.000Z,2017-11-27T23:45:00+05:30,so2,12.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:15:00.000Z,2017-11-27T23:45:00+05:30,pm25,236,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:15:00.000Z,2017-11-27T23:45:00+05:30,no2,99.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:00:00.000Z,2017-11-27T23:30:00+05:30,so2,12.9,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:00:00.000Z,2017-11-27T23:30:00+05:30,co,3700,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:00:00.000Z,2017-11-27T23:30:00+05:30,no2,100.5,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:00:00.000Z,2017-11-27T23:30:00+05:30,pm25,236,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T18:00:00.000Z,2017-11-27T23:30:00+05:30,pm10,331,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T17:00:00.000Z,2017-11-27T22:30:00+05:30,so2,12.6,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T17:00:00.000Z,2017-11-27T22:30:00+05:30,co,3600,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T17:00:00.000Z,2017-11-27T22:30:00+05:30,no2,102.2,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T17:00:00.000Z,2017-11-27T22:30:00+05:30,pm10,390,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T17:00:00.000Z,2017-11-27T22:30:00+05:30,pm25,266,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T16:00:00.000Z,2017-11-27T21:30:00+05:30,pm25,257,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T16:00:00.000Z,2017-11-27T21:30:00+05:30,pm10,422,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T15:45:00.000Z,2017-11-27T21:15:00+05:30,no2,107.73,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T15:45:00.000Z,2017-11-27T21:15:00+05:30,so2,12.3,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
Mandir Marg,Delhi,IN,2017-11-27T15:45:00.000Z,2017-11-27T21:15:00+05:30,co,3700,åµg/må_,28.6341,77.2005,"[{""name"":""Central Pollution Control Board"",""url"":""http://www.cpcb.gov.in/CAAQM""}]"
